configuration_id,TARGET_CLASS,criterion,Size,Length,MutationScore
Default,com.sonos.services._1.RelatedPlay,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,12,34,0.625
Default,com.sonos.services._1.GenericAction,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,24,69,0.9393939393939394
Default,com.sonos.services._1.RelatedActions,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,com.sonos.services._1.GetLastUpdate,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,1,1.0
Default,com.sonos.services._1.RenameContainer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,7,20,0.6666666666666666
Default,com.sonos.services._1.GetDeviceAuthTokenResponse,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,3,9,0.0
Default,com.sonos.services._1.GetMediaMetadata,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,3,8,1.0
Default,com.sonos.services._1.ContentKey,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,11,31,0.8333333333333334
Default,com.sonos.services._1.UserAccountStatus,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,7,0.6923076923076923
Default,com.sonos.services._1.ReportPlaySeconds,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,18,54,0.8260869565217391
Default,com.sonos.services._1.CreateContainerResult,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,17,1.0
Default,com.sonos.services._1.GetExtendedMetadata,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,3,8,1.0
Default,com.sonos.services._1.UserInfo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,16,44,0.9333333333333333
Default,com.sonos.services._1.SegmentMetadataList,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,8,26,0.6666666666666666
Default,com.sonos.services._1.PositionInformation,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,9,24,1.0
Branch,org.subsonic.restapi.AlbumWithSongsID3,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Directory,BRANCH,15,32,0.05
Branch,org.subsonic.restapi.Share,BRANCH,17,35,0.13725490196078433
Branch,org.subsonic.restapi.ArtistsID3,BRANCH,3,7,0.5
Branch,org.subsonic.restapi.ArtistInfoBase,BRANCH,12,24,0.0
Branch,org.subsonic.restapi.SearchResult2,BRANCH,3,9,1.0
Branch,org.subsonic.restapi.JukeboxStatus,BRANCH,8,17,0.75
Branch,org.subsonic.restapi.ResponseStatus,BRANCH,3,4,0.45454545454545453
Branch,org.subsonic.restapi.Playlist,BRANCH,21,43,0.2112676056338028
Branch,org.subsonic.restapi.AlbumInfo,BRANCH,12,24,0.0
Branch,org.subsonic.restapi.SearchResult,BRANCH,5,11,0.7894736842105263
Branch,org.subsonic.restapi.Lyrics,BRANCH,6,12,0.0
Branch,org.subsonic.restapi.Starred,BRANCH,3,9,1.0
Branch,org.subsonic.restapi.User,BRANCH,35,71,0.06994818652849741
Branch,org.subsonic.restapi.TopSongs,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Bookmark,BRANCH,12,24,0.125
Branch,org.subsonic.restapi.PodcastEpisode,BRANCH,10,21,0.0
Branch,org.subsonic.restapi.NewestPodcasts,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.ObjectFactory,BRANCH,63,127,1.0
Branch,org.subsonic.restapi.MusicFolder,BRANCH,4,8,0.75
Branch,org.subsonic.restapi.Podcasts,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Genres,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.SearchResult3,BRANCH,3,9,1.0
Branch,org.subsonic.restapi.IndexID3,BRANCH,3,7,0.5
Branch,org.subsonic.restapi.Videos,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.ChatMessage,BRANCH,6,12,0.0
Branch,org.subsonic.restapi.ArtistInfo2,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.AlbumID3,BRANCH,24,50,0.15217391304347827
Branch,org.subsonic.restapi.VideoInfo,BRANCH,5,13,0.9375
Branch,org.subsonic.restapi.PlaylistWithSongs,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Indexes,BRANCH,7,17,0.7894736842105263
Branch,org.subsonic.restapi.Captions,BRANCH,4,8,0.0
Branch,org.subsonic.restapi.NowPlayingEntry,BRANCH,8,16,0.1
Branch,org.subsonic.restapi.Users,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.License,BRANCH,8,16,0.25
Branch,org.subsonic.restapi.Songs,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Bookmarks,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.ArtistID3,BRANCH,10,20,0.2608695652173913
Branch,org.subsonic.restapi.MediaType,BRANCH,3,4,0.6
Branch,org.subsonic.restapi.MusicFolders,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.ArtistWithAlbumsID3,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Playlists,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Index,BRANCH,3,7,0.5
Branch,org.subsonic.restapi.AudioTrack,BRANCH,6,12,0.0
Branch,org.subsonic.restapi.Error,BRANCH,4,8,0.5
Branch,org.subsonic.restapi.PodcastChannel,BRANCH,17,36,0.010752688172043012
Branch,org.subsonic.restapi.SimilarSongs,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.ArtistInfo,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.AlbumList2,BRANCH,2,6,1.0
Branch,org.subsonic.restapi.InternetRadioStations,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Starred2,BRANCH,3,9,1.0
Branch,org.subsonic.restapi.VideoConversion,BRANCH,6,12,0.0
Branch,org.subsonic.restapi.NowPlaying,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.PodcastStatus,BRANCH,3,4,0.7368421052631579
Branch,org.subsonic.restapi.Child,BRANCH,62,127,0.003795066413662239
Branch,org.subsonic.restapi.Genre,BRANCH,6,12,0.5789473684210527
Branch,org.subsonic.restapi.ScanStatus,BRANCH,4,8,0.5
Branch,org.subsonic.restapi.InternetRadioStation,BRANCH,8,16,0.0
Branch,org.subsonic.restapi.PlayQueue,BRANCH,11,23,0.1
Branch,org.subsonic.restapi.Response,BRANCH,89,196,0.0
Branch,org.subsonic.restapi.AlbumList,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.ChatMessages,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.JukeboxPlaylist,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Artist,BRANCH,10,21,0.0
Branch,org.subsonic.restapi.SimilarSongs2,BRANCH,1,3,1.0
Branch,org.subsonic.restapi.Shares,BRANCH,1,3,1.0
Default,org.subsonic.restapi.AlbumWithSongsID3,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Directory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,25,79,0.95
Default,org.subsonic.restapi.Share,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,23,61,0.7058823529411765
Default,org.subsonic.restapi.ArtistsID3,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,5,17,1.0
Default,org.subsonic.restapi.ArtistInfoBase,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,19,50,0.9090909090909091
Default,org.subsonic.restapi.SearchResult2,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,27,1.0
Default,org.subsonic.restapi.JukeboxStatus,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,12,35,0.875
Default,org.subsonic.restapi.ResponseStatus,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,5,6,0.7272727272727273
Default,org.subsonic.restapi.Playlist,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,31,84,0.8450704225352113
Default,org.subsonic.restapi.AlbumInfo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,19,50,0.9090909090909091
Default,org.subsonic.restapi.SearchResult,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,8,25,1.0
Default,org.subsonic.restapi.Lyrics,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,9,24,1.0
Default,org.subsonic.restapi.Starred,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,27,1.0
Default,org.subsonic.restapi.User,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,46,120,0.9300518134715026
Default,org.subsonic.restapi.TopSongs,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Bookmark,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,16,43,0.625
Default,org.subsonic.restapi.PodcastEpisode,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,13,34,0.9428571428571428
Default,org.subsonic.restapi.NewestPodcasts,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.ObjectFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,63,127,1.0
Default,org.subsonic.restapi.MusicFolder,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,16,1.0
Default,org.subsonic.restapi.Podcasts,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Genres,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,8,1.0
Default,org.subsonic.restapi.SearchResult3,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,27,1.0
Default,org.subsonic.restapi.IndexID3,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,5,16,1.0
Default,org.subsonic.restapi.Videos,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,8,1.0
Default,org.subsonic.restapi.ChatMessage,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,9,24,1.0
Default,org.subsonic.restapi.ArtistInfo2,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.AlbumID3,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,37,103,0.8695652173913043
Default,org.subsonic.restapi.VideoInfo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,9,35,1.0
Default,org.subsonic.restapi.PlaylistWithSongs,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Indexes,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,12,43,1.0
Default,org.subsonic.restapi.Captions,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,16,1.0
Default,org.subsonic.restapi.NowPlayingEntry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,12,32,1.0
Default,org.subsonic.restapi.Users,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.License,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,9,21,0.3333333333333333
Default,org.subsonic.restapi.Songs,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Bookmarks,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.ArtistID3,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,14,36,0.9565217391304348
Default,org.subsonic.restapi.MediaType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,7,0.8
Default,org.subsonic.restapi.MusicFolders,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.ArtistWithAlbumsID3,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Playlists,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Index,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,5,17,1.0
Default,org.subsonic.restapi.AudioTrack,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,9,24,1.0
Default,org.subsonic.restapi.Error,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,8,22,0.875
Default,org.subsonic.restapi.PodcastChannel,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,28,77,0.7634408602150538
Default,org.subsonic.restapi.SimilarSongs,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.ArtistInfo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.AlbumList2,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.InternetRadioStations,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Starred2,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,26,1.0
Default,org.subsonic.restapi.VideoConversion,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,11,36,1.0
Default,org.subsonic.restapi.NowPlaying,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.PodcastStatus,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,5,6,0.7894736842105263
Default,org.subsonic.restapi.Child,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,103,318,0.9829222011385199
Default,org.subsonic.restapi.Genre,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,9,24,1.0
Default,org.subsonic.restapi.ScanStatus,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,6,21,0.6666666666666666
Default,org.subsonic.restapi.InternetRadioStation,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,12,32,1.0
Default,org.subsonic.restapi.PlayQueue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,19,61,0.7
Default,org.subsonic.restapi.Response,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,123,402,0.6326530612244898
Default,org.subsonic.restapi.AlbumList,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.ChatMessages,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.JukeboxPlaylist,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Artist,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,16,48,0.8888888888888888
Default,org.subsonic.restapi.SimilarSongs2,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
Default,org.subsonic.restapi.Shares,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,2,9,1.0
